,contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
592,idealbot,32,3,4,1,0.25,65.005,0.001,182.591,0.89,0.003,8.0,6.5,3.367,0.172,2.5,3.0,3.0,0.0,0.0,0.0,4.571,4.0,1.718,0.188,3.0,40.793,0.003,107.92,0.857,0.004,288.268,153.671,331.981,0.551,396.873,91.598,0.002,212.311,0.846,38.134,10.667,11.0,2.517,0.104,2.5,bot
594,imagemonkeybot,32,3,2,1,0.5,69.133,36.529,77.526,0.576,95.774,16.0,16.0,21.213,0.469,15.0,1.5,1.5,0.707,0.167,0.5,10.667,2.0,15.885,0.583,14.0,625.501,166.729,942.701,0.411,854.887,133.306,133.306,103.644,0.275,73.288,73.041,42.769,92.366,0.56,77.514,10.667,1.0,16.743,0.604,14.5,bot
595,imagesc-bot,107,3,36,13,0.361,20.481,5.276,28.68,0.668,23.883,2.972,1.0,4.532,0.538,1.25,1.333,1.0,0.535,0.179,1.0,1.23,1.0,0.623,0.164,0.0,2.029,0.0,8.347,0.676,0.0,23.191,11.468,30.34,0.638,31.476,19.869,5.197,28.951,0.683,21.843,35.667,38.0,31.565,0.393,31.5,bot
597,indent-bot,137,3,12,1,0.083,12.205,0.001,70.73,0.958,0.002,11.417,10.5,3.232,0.147,4.0,1.75,1.0,0.965,0.266,2.0,1.132,1.0,0.34,0.101,0.0,1.457,0.0,7.48,0.678,0.0,12.363,0.001,75.053,0.968,0.002,0.031,0.0,0.158,0.937,0.001,45.667,10.0,63.516,0.54,55.5,bot
598,infinitered-circleci,275,5,6,1,0.167,6.761,0.001,30.655,0.932,0.175,45.833,18.5,60.707,0.548,30.0,2.667,2.0,1.966,0.354,3.5,7.237,3.0,10.997,0.627,7.0,20.118,0.011,57.112,0.801,3.925,29.402,5.855,54.271,0.735,26.496,15.23,0.003,47.838,0.899,0.702,55.0,46.0,35.958,0.317,48.0,bot
599,inputapp-bot,191,1,2,1,0.5,11.58,2.307,22.358,0.73,15.13,95.5,95.5,118.087,0.437,83.5,1.0,1.0,0.0,0.0,0.0,95.5,95.5,118.087,0.437,83.5,1066.451,1066.451,1366.96,0.453,966.587,67.386,67.386,0.0,0.0,0.0,,,0.0,0.0,,191.0,191.0,0.0,0.0,0.0,bot
601,iree-github-actions-bot,290,7,3,1,0.333,2.042,0.141,3.916,0.798,1.361,96.667,130.0,65.684,0.271,59.0,4.667,4.0,2.082,0.19,2.0,2.302,2.0,1.387,0.32,2.0,2.208,0.004,4.726,0.726,0.202,2.495,0.406,3.845,0.716,3.421,2.278,0.144,4.311,0.795,1.562,41.429,29.0,34.684,0.398,30.0,bot
605,istio-policy-bot,105,4,6,1,0.167,2.539,0.011,5.631,0.837,1.442,17.5,1.5,36.599,0.757,5.5,1.5,1.0,1.225,0.278,0.0,8.75,1.0,13.877,0.672,7.75,17.976,0.0,36.745,0.535,14.29,4.394,3.102,3.974,0.474,5.087,4.049,0.011,7.335,0.784,4.712,26.25,26.5,16.338,0.288,10.75,bot
606,istio-release-robot,142,2,10,1,0.1,14.674,0.0,55.959,0.919,0.001,14.2,12.5,6.033,0.215,7.0,1.1,1.0,0.316,0.082,0.0,1.145,1.0,0.417,0.112,0.0,0.016,0.0,0.177,0.5,0.0,16.806,0.0,59.645,0.916,0.0,107.783,68.649,117.286,0.578,189.492,71.0,71.0,83.439,0.415,59.0,bot
609,ix-ai-bot,18,5,2,1,0.5,54.761,0.144,172.923,0.903,0.532,9.0,9.0,2.828,0.111,2.0,4.5,4.5,0.707,0.056,0.5,9.0,9.0,2.828,0.111,2.0,347.139,347.139,486.344,0.495,343.897,236.661,236.661,0.0,0.0,0.0,18.655,0.147,65.508,0.908,0.62,3.6,4.0,2.074,0.289,3.0,bot
620,javascript-translate-bot,141,3,15,1,0.067,4.887,0.002,21.989,0.955,0.001,9.4,10.0,2.098,0.081,0.0,2.133,2.0,0.516,0.104,0.0,1.958,2.0,0.262,0.034,0.0,2.751,0.001,18.473,0.978,0.0,6.847,0.002,24.625,0.928,0.002,3.453,0.002,19.577,0.969,0.001,47.0,66.0,32.909,0.27,28.5,bot
622,jbosstm-bot,300,3,5,2,0.4,6.132,0.018,21.029,0.894,0.602,60.0,25.0,93.816,0.648,40.0,1.2,1.0,0.447,0.133,0.0,9.677,4.0,15.46,0.608,7.5,34.471,3.477,57.977,0.715,52.057,25.499,12.54,40.535,0.651,22.212,0.959,0.209,1.476,0.615,1.325,100.0,1.0,171.473,0.66,148.5,bot
632,jekyllbot,94,6,15,1,0.067,17.536,7.997,25.26,0.631,24.167,6.267,3.0,13.646,0.662,2.5,2.133,2.0,1.356,0.292,1.0,1.679,1.0,1.78,0.342,1.0,4.982,0.0,14.614,0.613,0.0,24.578,15.996,28.796,0.545,28.096,21.068,11.412,28.293,0.62,27.354,15.667,14.5,11.742,0.372,13.75,bot
633,jellyfin-bot,240,6,11,1,0.091,0.573,0.106,1.139,0.748,0.612,21.818,6.0,27.312,0.601,32.5,2.0,2.0,1.183,0.298,1.5,2.33,1.0,2.902,0.454,1.0,0.216,0.0,0.686,0.72,0.104,1.126,0.64,1.518,0.592,1.247,1.07,0.64,1.441,0.586,1.257,40.0,23.5,54.34,0.596,33.25,bot
634,jellyfish-bot,20,3,13,3,0.231,106.838,140.841,70.64,0.366,113.977,1.538,1.0,0.66,0.208,1.0,1.077,1.0,0.277,0.066,0.0,1.176,1.0,0.393,0.124,0.0,4.229,0.0,12.511,0.432,0.0,122.377,143.328,65.456,0.289,91.029,102.926,107.224,75.96,0.378,91.061,6.667,4.0,7.371,0.467,7.0,bot
635,jenkins-x-bot-test,208,5,8,3,0.375,6.911,0.001,35.074,0.915,0.378,26.0,22.0,25.213,0.48,28.75,1.875,2.0,0.991,0.242,1.0,2.039,2.0,1.134,0.194,0.0,6.898,0.0,46.712,0.959,0.001,7.198,0.115,20.786,0.871,3.209,4.687,0.001,16.182,0.898,0.342,41.6,23.0,36.418,0.412,64.0,bot
639,jersey-bot,16,6,2,1,0.5,33.9,0.424,80.065,0.814,16.87,8.0,8.0,5.657,0.25,4.0,3.5,3.5,3.536,0.357,2.5,2.0,1.0,2.138,0.406,0.5,24.746,0.0,66.345,0.453,2.304,44.362,0.385,105.751,0.828,12.985,33.9,0.424,80.065,0.814,16.87,2.667,2.5,1.366,0.25,1.0,bot
640,jetstack-bot,148,8,10,2,0.2,1.082,0.049,2.701,0.838,0.646,14.8,11.5,13.348,0.474,19.75,2.2,2.0,1.549,0.327,1.75,2.596,2.0,2.162,0.394,2.0,0.56,0.006,1.793,0.838,0.098,2.27,0.565,3.764,0.708,3.291,1.35,0.088,2.555,0.784,1.183,18.5,6.0,32.156,0.682,14.25,bot
646,jina-bot,257,4,8,2,0.25,8.627,6.746,8.254,0.519,11.563,32.125,20.5,36.432,0.566,47.25,1.75,1.5,1.035,0.268,1.0,1.658,1.0,0.99,0.279,1.0,7.402,0.0,18.611,0.664,3.037,6.89,6.971,5.381,0.438,8.816,3.44,1.122,5.404,0.697,5.557,64.25,10.5,110.581,0.662,62.75,bot
647,jirarobot,89,8,4,2,0.5,5.173,0.018,41.004,0.977,0.112,22.25,6.0,36.059,0.654,24.75,3.25,2.5,2.63,0.365,2.25,6.357,1.0,14.324,0.73,1.0,3.111,0.0,7.571,0.661,0.011,31.668,0.019,106.033,0.91,1.176,5.339,0.016,42.697,0.979,0.096,11.125,8.0,11.432,0.518,18.5,bot
649,jitsi-jenkins,298,6,10,1,0.1,1.197,0.002,5.141,0.92,0.41,29.8,22.0,30.958,0.535,44.0,1.7,2.0,0.675,0.194,1.0,1.216,1.0,0.432,0.142,0.0,0.121,0.0,0.943,0.922,0.0,1.335,0.002,5.59,0.917,0.414,1.239,0.001,6.196,0.933,0.088,49.667,10.5,90.248,0.717,33.0,bot
657,johnpbloch-bot,300,3,3,1,0.333,2.29,0.002,5.759,0.823,1.089,100.0,141.0,84.339,0.34,76.5,2.0,2.0,1.0,0.222,1.0,1.181,1.0,0.386,0.126,0.0,0.515,0.0,2.543,0.757,0.0,2.189,0.0,5.819,0.836,0.962,0.131,0.001,0.248,0.634,0.108,100.0,4.0,168.012,0.649,146.0,bot
664,jsru,229,3,68,1,0.015,0.283,0.084,0.661,0.743,0.221,3.368,2.0,3.438,0.43,3.0,1.632,2.0,0.486,0.142,1.0,1.258,1.0,0.643,0.177,0.0,0.016,0.0,0.049,0.511,0.0,0.341,0.111,0.73,0.726,0.268,0.242,0.049,0.48,0.747,0.209,76.333,71.0,78.137,0.454,78.0,bot
669,jujubot,175,9,5,1,0.2,3.631,0.863,8.81,0.742,2.656,35.0,2.0,66.869,0.736,16.0,2.6,1.0,3.05,0.462,1.0,8.333,4.0,9.552,0.567,8.0,27.305,1.868,48.398,0.674,21.416,2.916,2.001,3.521,0.532,3.085,4.223,0.168,11.085,0.795,3.472,19.444,4.0,41.204,0.752,3.0,bot
670,juliacontrolbot,44,2,2,2,1.0,42.293,0.004,88.504,0.824,20.402,22.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.293,0.004,88.504,0.824,20.402,42.293,0.004,88.504,0.824,20.402,22.0,22.0,0.0,0.0,0.0,bot
671,juliaregistrator,229,6,60,48,0.8,0.129,0.0,0.351,0.752,0.149,3.817,1.0,18.286,0.69,1.0,1.067,1.0,0.312,0.06,0.0,1.517,1.0,0.839,0.251,1.0,0.053,0.0,0.169,0.688,0.0,0.143,0.0,0.404,0.751,0.174,0.111,0.0,0.348,0.782,0.079,38.167,40.0,30.643,0.389,48.75,bot
672,juliatagbot,227,6,61,47,0.77,0.129,0.033,0.246,0.771,0.139,3.721,1.0,17.758,0.692,1.0,1.131,1.0,0.427,0.106,0.0,1.694,1.0,1.234,0.294,1.0,0.036,0.0,0.164,0.893,0.0,0.183,0.049,0.275,0.66,0.138,0.141,0.036,0.256,0.757,0.144,37.833,37.0,37.558,0.469,64.75,bot
677,jwbot,228,7,5,3,0.6,2.326,0.011,8.517,0.91,0.125,45.6,23.0,45.225,0.451,41.0,2.2,2.0,1.643,0.327,1.0,1.551,1.0,1.099,0.283,1.0,1.254,0.0,7.897,0.909,0.0,2.354,0.028,7.183,0.879,0.161,1.731,0.009,6.088,0.908,0.112,32.571,35.0,21.778,0.348,27.5,bot
681,k8s-publishing-bot,300,4,31,1,0.032,1.36,0.001,9.721,0.965,0.001,9.677,9.0,2.88,0.148,3.0,2.0,2.0,0.0,0.0,0.0,1.422,1.0,0.722,0.227,1.0,0.095,0.0,0.991,0.946,0.0,1.841,0.001,11.531,0.96,0.0,3.013,3.929,2.832,0.462,4.097,75.0,30.5,112.17,0.642,103.5,bot
684,kaitai-bot,300,2,6,1,0.167,2.707,0.002,22.834,0.985,0.004,50.0,3.0,116.117,0.802,3.5,1.167,1.0,0.408,0.119,0.0,16.667,1.5,32.402,0.763,13.75,1.647,0.007,6.307,0.84,0.192,45.865,0.182,87.052,0.793,18.101,0.003,0.001,0.005,0.649,0.002,150.0,150.0,205.061,0.483,145.0,bot
688,katacontainersbot,42,1,1,1,1.0,31.667,15.417,36.415,0.6,63.915,42.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,1298.346,1298.346,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,42.0,42.0,0.0,0.0,0.0,bot
690,kawax,228,5,10,1,0.1,3.489,0.005,8.211,0.849,0.439,22.8,15.0,21.007,0.473,34.25,2.4,2.0,1.506,0.308,1.5,1.701,2.0,0.661,0.18,1.0,0.004,0.0,0.046,0.945,0.0,5.95,0.038,10.035,0.754,4.013,3.734,0.005,8.484,0.84,0.511,45.6,39.0,27.282,0.295,42.0,bot
694,keksobot,202,6,81,10,0.123,0.065,0.014,0.16,0.784,0.054,2.494,2.0,2.104,0.36,2.0,1.642,2.0,0.658,0.205,1.0,1.757,2.0,0.875,0.235,1.0,0.007,0.0,0.033,0.9,0.001,0.107,0.044,0.201,0.665,0.06,0.055,0.004,0.157,0.794,0.052,33.667,16.0,42.66,0.606,53.5,bot
698,keycloak-bot,35,3,6,1,0.167,30.375,0.021,119.181,0.934,0.184,5.833,5.5,2.041,0.167,3.75,1.5,1.5,0.548,0.167,1.0,1.029,1.0,0.171,0.028,0.0,0.032,0.0,0.184,0.0,0.0,31.263,0.021,120.915,0.933,0.179,54.347,0.181,157.055,0.877,0.617,11.667,12.0,4.509,0.171,4.5,bot
703,kiwitcms-bot,300,7,2,1,0.5,5.363,0.002,21.493,0.931,0.109,150.0,150.0,110.309,0.26,78.0,3.5,3.5,0.707,0.071,0.5,27.273,17.0,32.271,0.576,29.5,104.211,0.01,174.979,0.688,140.027,45.708,42.82,51.848,0.564,63.029,6.794,0.002,24.0,0.91,0.201,42.857,50.0,32.018,0.384,55.0,bot
705,knative-prow-robot,250,3,39,3,0.077,4.122,0.01,10.399,0.828,1.603,6.41,3.0,7.173,0.543,7.0,1.462,1.0,0.505,0.17,1.0,1.534,1.0,0.826,0.247,1.0,0.517,0.0,3.714,0.912,0.0,5.816,0.202,12.03,0.779,6.283,1.444,0.0,6.071,0.911,0.015,83.333,44.0,68.995,0.32,60.0,bot
706,knative-prow-updater-robot,180,7,5,3,0.6,5.765,0.001,14.183,0.849,1.996,36.0,23.0,33.076,0.382,6.0,3.2,4.0,2.049,0.3,4.0,2.278,1.0,3.609,0.486,1.0,0.608,0.0,3.794,0.909,0.001,12.615,2.496,19.134,0.706,20.767,6.727,0.001,15.138,0.814,3.23,25.714,23.0,14.314,0.283,11.5,bot
711,krew-release-bot,297,2,2,2,1.0,7.464,0.002,15.049,0.761,8.601,148.5,148.5,0.707,0.002,0.5,1.0,1.0,0.0,0.0,0.0,1.104,1.0,0.306,0.084,0.0,1.824,0.0,9.779,0.613,0.0,6.414,0.001,13.09,0.777,6.452,6.414,0.001,13.09,0.777,6.452,148.5,148.5,0.707,0.002,0.5,bot
713,ks-ci-bot,139,6,9,2,0.222,1.955,0.017,6.767,0.895,0.432,15.444,13.0,12.807,0.438,18.0,2.667,3.0,1.5,0.296,3.0,2.527,1.0,2.41,0.426,2.0,1.783,0.0,9.704,0.9,0.132,3.179,0.142,7.885,0.826,1.299,2.136,0.018,7.033,0.888,0.402,23.167,11.5,29.566,0.553,15.25,bot
714,kubeedge-bot,130,3,7,1,0.143,2.289,0.153,5.325,0.833,1.031,18.571,7.0,24.034,0.589,23.0,1.714,2.0,0.756,0.214,1.0,2.889,2.0,2.979,0.467,2.0,1.66,0.001,4.88,0.798,0.285,5.012,1.359,7.203,0.672,5.178,1.71,0.015,4.947,0.885,0.446,43.333,31.0,49.662,0.497,48.5,bot
715,kubermatic-triage-bot,75,1,4,1,0.25,27.451,3.333,53.615,0.765,24.106,18.75,11.5,15.564,0.33,10.25,1.0,1.0,0.0,0.0,0.0,2.679,2.0,2.625,0.431,2.0,19.56,1.541,40.728,0.674,13.754,54.953,22.234,72.584,0.627,75.443,,,0.0,0.0,,75.0,75.0,0.0,0.0,0.0,bot
716,kubevirt-commenter-bot,280,1,2,1,0.5,7.885,2.997,15.273,0.684,5.008,140.0,140.0,179.605,0.454,127.0,1.0,1.0,0.0,0.0,0.0,14.737,1.0,47.828,0.853,1.0,105.206,0.0,339.6,0.736,4.508,11.172,2.498,25.729,0.756,3.748,,,0.0,0.0,,280.0,280.0,0.0,0.0,0.0,bot
723,ladybugbot,35,4,6,2,0.333,63.933,1.834,117.007,0.774,73.059,5.833,5.0,4.401,0.367,6.75,1.5,1.0,0.837,0.241,0.75,1.944,2.0,1.056,0.281,1.75,52.05,0.001,192.152,0.873,0.021,72.755,17.383,116.237,0.698,71.816,48.631,1.469,103.026,0.81,41.014,8.75,8.5,2.5,0.136,2.25,bot
727,lctrs-bot,225,5,5,1,0.2,4.508,0.001,16.913,0.932,0.303,45.0,51.0,19.222,0.172,3.0,3.0,3.0,0.707,0.107,0.0,3.214,3.0,0.931,0.101,0.0,1.916,0.001,9.56,0.963,0.0,12.691,0.672,27.305,0.81,13.579,4.508,0.001,16.913,0.932,0.303,45.0,71.0,35.609,0.348,64.0,bot
728,leanprover-community-bot,300,1,5,1,0.2,6.447,2.522,7.788,0.621,10.499,60.0,80.0,46.266,0.372,69.0,1.0,1.0,0.0,0.0,0.0,1.181,1.0,0.628,0.141,0.0,1.179,0.0,4.198,0.379,0.0,6.435,2.498,8.147,0.639,10.947,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
739,libbybot,242,1,1,1,1.0,0.55,0.176,1.02,0.709,0.618,242.0,242.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,242.0,242.0,0.0,0.0,0.0,132.609,132.609,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,242.0,242.0,0.0,0.0,0.0,bot
740,libertybot,54,4,4,1,0.25,39.899,0.001,85.325,0.799,27.422,13.5,12.0,9.983,0.343,7.5,3.0,3.0,0.0,0.0,0.0,4.154,3.0,3.158,0.356,3.0,41.207,0.001,114.657,0.826,0.01,131.582,97.237,129.514,0.504,141.922,41.827,0.001,90.113,0.786,47.028,13.5,13.5,6.455,0.222,10.0,bot
741,liferay-continuous-integration,194,6,23,23,1.0,0.011,0.005,0.014,0.613,0.014,8.435,5.0,9.361,0.553,8.5,1.391,1.0,0.722,0.212,1.0,1.311,1.0,0.755,0.201,0.0,0.003,0.0,0.012,0.655,0.0,0.011,0.006,0.014,0.583,0.015,0.004,0.001,0.007,0.661,0.007,32.333,7.0,65.558,0.725,6.0,bot
742,lightbend-cla-validator,36,1,11,4,0.364,57.726,23.623,71.316,0.609,87.823,3.273,1.0,3.319,0.475,4.5,1.0,1.0,0.0,0.0,0.0,1.8,1.0,1.609,0.358,1.0,15.248,0.0,48.558,0.68,0.069,90.286,81.856,80.204,0.461,84.187,,,0.0,0.0,,36.0,36.0,0.0,0.0,0.0,bot
743,limesurvey-translations,45,1,1,1,1.0,50.304,0.005,75.758,0.72,78.962,45.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,2213.358,2213.358,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,45.0,45.0,0.0,0.0,0.0,bot
744,linbitprbot,218,4,12,1,0.083,9.19,1.326,19.973,0.792,5.08,18.167,11.0,21.396,0.532,17.75,1.667,2.0,0.651,0.192,1.0,1.603,1.0,1.2,0.29,1.0,2.839,0.0,13.018,0.849,0.048,11.913,2.557,22.497,0.75,12.308,10.255,2.288,22.4,0.791,5.398,54.5,8.5,95.772,0.681,55.5,bot
746,liquibot,219,7,79,2,0.025,6.79,0.0,43.08,0.935,0.0,2.772,2.0,1.281,0.204,1.0,1.962,2.0,0.192,0.019,0.0,1.123,1.0,0.597,0.103,0.0,2.981,0.0,35.428,0.852,0.0,4.635,0.0,31.165,0.935,0.0,10.249,0.0,45.787,0.893,0.0,31.286,5.0,45.511,0.656,47.5,bot
749,livingdocs-automation,212,4,4,1,0.25,1.41,0.022,5.369,0.907,0.132,53.0,2.5,102.003,0.726,52.0,2.25,2.0,1.5,0.306,2.25,26.5,5.0,33.671,0.607,57.25,28.471,0.974,59.99,0.68,17.653,9.958,3.588,13.912,0.628,11.432,1.498,0.029,5.063,0.89,0.227,53.0,45.0,54.467,0.486,73.0,bot
756,logic-building,11,5,1,1,1.0,2.625,0.044,7.067,0.863,0.117,11.0,11.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,26.252,26.252,0.0,0.0,0.0,,,0.0,0.0,,2.862,0.033,7.945,0.866,0.115,2.2,2.0,1.095,0.218,0.0,bot
765,macportsbot,46,1,1,1,1.0,2.77,1.647,3.646,0.607,2.846,46.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,124.668,124.668,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,46.0,46.0,0.0,0.0,0.0,bot
768,mainio-integration-bot,58,3,6,1,0.167,36.618,1.544,92.812,0.826,20.931,9.667,8.5,5.989,0.316,7.5,1.667,1.0,1.033,0.267,1.5,2.636,2.0,1.965,0.365,3.0,57.225,0.001,141.094,0.745,13.783,39.442,7.848,69.739,0.738,68.067,21.661,0.85,45.051,0.763,18.228,19.333,3.0,28.29,0.563,24.5,bot
769,maistra-bot,244,4,12,4,0.333,3.265,0.001,6.729,0.804,1.664,20.333,16.5,18.792,0.472,27.75,1.417,1.0,0.515,0.172,1.0,1.109,1.0,0.312,0.088,0.0,0.247,0.0,2.127,0.886,0.0,3.374,0.013,6.79,0.792,1.688,2.443,0.001,6.121,0.848,1.315,61.0,63.5,52.479,0.412,71.5,bot
782,marvin-robot,260,4,2,1,0.5,3.201,0.001,9.282,0.862,0.058,130.0,130.0,172.534,0.469,122.0,2.0,2.0,1.414,0.25,1.0,15.294,8.0,26.007,0.676,19.0,44.878,17.973,61.31,0.375,107.973,4.132,3.315,3.025,0.366,2.205,7.323,5.964,11.62,0.604,10.46,65.0,24.5,92.589,0.579,61.5,bot
790,matzbot,291,4,2,1,0.5,1.61,0.302,3.021,0.744,1.694,145.5,145.5,200.111,0.486,141.5,3.0,3.0,1.414,0.167,1.0,58.2,13.0,96.619,0.682,44.0,92.083,26.649,141.472,0.667,99.265,1.656,1.079,1.602,0.41,1.008,2.682,0.88,4.766,0.736,3.262,72.75,11.0,130.344,0.698,75.75,bot
792,mautibot,296,5,38,2,0.053,7.363,0.003,20.449,0.877,0.685,7.789,4.0,14.31,0.481,1.75,2.158,2.0,0.547,0.117,0.0,1.41,1.0,1.412,0.265,0.0,2.475,0.0,13.279,0.767,0.0,7.905,0.001,21.742,0.874,0.118,30.29,16.482,34.509,0.591,49.843,59.2,34.0,47.071,0.377,77.0,bot
798,meli-reviewer-bot-1,24,2,1,1,1.0,87.652,0.001,99.642,0.516,167.999,24.0,24.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,2016.0,2016.0,0.0,0.0,0.0,,,0.0,0.0,,84.0,0.001,100.399,0.541,167.998,12.0,12.0,0.0,0.0,0.0,bot
799,mender-test-bot,300,3,23,2,0.087,0.996,0.142,3.615,0.847,0.517,13.043,6.0,16.623,0.601,13.0,1.087,1.0,0.417,0.077,0.0,1.899,1.0,2.618,0.39,1.0,0.516,0.0,3.783,0.9,0.007,1.378,0.355,3.358,0.765,0.833,0.008,0.0,0.02,0.707,0.001,100.0,4.0,166.277,0.64,144.0,bot
802,mesosphere-ci,239,6,4,1,0.25,5.838,0.002,17.861,0.888,0.024,59.75,24.5,81.336,0.553,52.75,3.5,3.5,1.291,0.179,1.5,4.509,2.0,5.187,0.538,6.0,13.948,0.001,32.192,0.724,9.921,12.503,0.014,26.011,0.818,4.331,6.327,0.002,19.113,0.882,0.024,39.833,34.0,34.632,0.44,46.5,bot
804,metal3-io-bot,166,6,12,2,0.167,0.998,0.017,3.94,0.893,0.445,13.833,6.5,19.665,0.62,8.75,2.25,1.5,1.485,0.336,2.25,2.767,1.0,3.955,0.509,1.0,0.233,0.0,0.702,0.738,0.034,2.553,0.463,6.3,0.791,1.375,2.149,0.124,6.805,0.864,0.881,27.667,8.0,51.317,0.693,8.75,bot
806,metamaskbot,172,4,8,1,0.125,0.653,0.106,2.782,0.824,0.328,21.5,12.5,28.4,0.523,14.5,1.375,1.0,1.061,0.239,0.0,1.686,1.0,1.586,0.342,1.0,0.458,0.0,2.477,0.796,0.014,0.643,0.121,2.701,0.812,0.304,0.873,0.192,3.201,0.802,0.449,43.0,42.5,47.378,0.485,80.5,bot
808,meterian-bot,300,1,14,1,0.071,1.525,0.026,5.598,0.919,0.009,21.429,21.0,0.514,0.011,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525,0.026,5.598,0.919,0.009,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
809,metworkbot,299,6,37,1,0.027,3.824,0.006,25.343,0.942,0.507,8.081,1.0,14.796,0.667,10.0,1.486,1.0,0.804,0.228,1.0,1.251,1.0,1.814,0.195,0.0,1.402,0.0,10.6,0.745,0.0,3.38,0.005,27.475,0.965,0.071,18.935,2.941,63.354,0.834,9.823,49.833,2.5,81.95,0.707,68.5,bot
821,minddocbot,258,5,5,1,0.2,2.054,0.003,7.2,0.918,0.01,51.6,34.0,46.699,0.447,64.0,3.6,5.0,1.949,0.244,3.0,3.071,3.0,1.789,0.324,3.0,1.274,0.005,5.882,0.941,0.015,5.072,0.011,11.321,0.822,5.946,1.907,0.003,7.336,0.931,0.01,51.6,44.0,18.119,0.129,1.0,bot
822,minikube-bot,285,8,4,4,1.0,1.651,0.001,4.665,0.871,0.397,71.25,36.0,99.466,0.617,105.25,2.5,1.5,2.38,0.4,2.0,2.262,1.0,4.494,0.477,1.0,2.126,0.0,7.017,0.719,0.313,1.607,0.001,4.828,0.88,0.317,1.999,0.001,5.131,0.848,0.817,35.625,31.0,31.282,0.453,41.5,bot
823,minikube-pr-bot,300,1,1,1,1.0,6.063,1.132,15.038,0.781,1.734,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1812.786,1812.786,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
824,minio-trusted,214,8,16,2,0.125,9.821,0.034,25.963,0.87,1.2,13.375,6.5,18.055,0.591,7.75,2.312,1.0,1.702,0.367,2.25,1.436,1.0,1.016,0.257,0.0,1.74,0.0,15.988,0.934,0.0,12.383,0.108,26.434,0.827,9.296,7.854,0.032,24.723,0.903,0.572,26.75,4.0,34.167,0.604,54.5,bot
826,miss-islington,300,2,2,2,1.0,1.765,0.001,4.269,0.854,0.794,150.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.027,1.0,0.164,0.026,0.0,0.047,0.0,0.58,0.698,0.0,1.766,0.001,4.298,0.857,0.794,1.766,0.001,4.298,0.857,0.794,150.0,150.0,0.0,0.0,0.0,bot
827,mister-roboto,300,2,69,1,0.014,2.801,0.004,7.062,0.844,1.955,4.348,1.0,20.168,0.732,0.0,1.0,1.0,0.0,0.0,0.0,2.128,1.0,3.882,0.473,1.0,1.454,0.0,6.061,0.803,0.001,4.517,0.526,9.116,0.774,5.294,8.858,3.874,12.839,0.633,8.726,150.0,150.0,25.456,0.06,18.0,bot
828,mitk-bot,132,5,1,1,1.0,16.406,2.315,42.449,0.792,14.319,132.0,132.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,132.0,132.0,0.0,0.0,0.0,2149.191,2149.191,0.0,0.0,0.0,,,0.0,0.0,,29.7,0.447,79.951,0.855,14.446,26.4,6.0,50.183,0.718,7.0,bot
